PAGE #,Item #,Description ,List Price ,Comments 
105,719672,"GRIFFOLYN W/W T55, 12'X12'", $	235.00 ,Part # and price are not listed in the catalog 
105,719763,"GRIFFOLYN W/W T55, 20'X20'", $	527.00 ,
105,719155,"GRIFFOLYN W/W T55, 12'X100'",,MARKET PRICE
105,719156,"GRIFFOLYN W/W T55, 20'X100'",,MARKET PRICE
105,719706,"GRIFFOLYN B/W T90, 6'X6'", $	183.00 ,
105,719108,"GRIFFOLYN B/W T90, 8''X8'", $	230.00 ,
105,719707,"GRIFFOLYN B/W T90, 12'X12'", $	323.00 ,Part # and price are not listed in the catalog 
105,719708,"GRIFFOLYN B/W T90, 20'X20'", $	702.00 ,
105,719197/100,"GRIFFOLYN W/W T90, 20'X100'",,MARKET PRICE
105,719194,"GRIFFOLYN B/W T55, SQ. FOOT",,MARKET PRICE
105,309603,"GRID CLOTH, 6'X6'", $	146.00 ,
105,309614,"GRID CLOTH, 8'X8'", $	235.00 ,
105,319017,"GRID CLOTH, 12'X12'", $	498.00 ,
105,319615,"GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,309615,"GRID CLOTH, 20'X30'"," $	1,461.00 ",
105,319631,"GRID CLOTH, 30'X30'"," $	2,191.00 ",
105,589145,"GRID CLOTH, 60"" WIDE ",,MARKET PRICE
105,309604,"LITE GRID CLOTH, 6'X6'", $	146.00 ,
105,309616,"LITE GRID CLOTH, 8'X8'", $	235.00 ,
105,319016,"LITE GRID CLOTH, 12'X12'", $	498.00 ,
105,319614,"LITE GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,319617,"LITE GRID CLOTH, 20'X30'"," $	1,461.00 ",
105,319632,"LITE GRID CLOTH, 30'X30'"," $	2,191.00 ",
105,589146,"LITE GRID CLOTH, 54"" WIDE ",,MARKET PRICE
105,309665,"1/4 GRID CLOTH, 6'X6'", $	146.00 ,
105,309666,"1/4 GRID CLOTH, 8'X8'", $	235.00 ,
105,309667,"1/4 GRID CLOTH, 12'X12'", $	498.00 ,
105,309668,"1/4 GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,589154,"1/4 GRID CLOTH, 54"" WIDE ",,MARKET PRICE
105,319785,"SILENT GRID CLOTH, 6'X6'", $	146.00 ,
105,319820,"SILENT GRID CLOTH, 8'X8'", $	235.00 ,
105,319786,"SILENT GRID CLOTH, 12'X12'", $	498.00 ,
105,319121,"SILENT GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,47-1014,"SILENT GRID CLOTH, 54"" WIDE ",,MARKET PRICE
105,319784,"SILENT LITE GRID CLOTH, 6'X6'", $	146.00 ,
105,319119,"SILENT LITE GRID CLOTH, 8'X8'", $	235.00 ,
105,319118,"SILENT LITE GRID CLOTH, 12'X12'", $	498.00 ,
105,319117,"SILENT LITE GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,47-1007,"SILENT LITE GRID CLOTH, 54"" WIDE",,MARKET PRICE
105,319149,"SILENT 1/4 GRID CLOTH, 6'X6'", $	146.00 ,
105,319148,"SILENT 1/4 GRID CLOTH, 8'X8'", $	235.00 ,
105,319147,"SILENT 1/4 GRID CLOTH, 12'X12'", $	498.00 ,
105,319120,"SILENT 1/4 GRID CLOTH, 20'X20'"," $	1,052.00 ",
105,47-1060,"SILENT 1/4 GRID CLOTH, 54"" WIDE",,MARKET PRICE
106,309620,"BLEACHED MUSLIN, SEAMED, 12'X12'", $	323.00 ,
106,309621,"BLEACHED MUSLIN, SEAMED, 20'X20'", $	732.00 ,
106,309622,"BLEACHED MUSLIN, SEAMED, 20'X30'"," $	1,105.00 ",
106,309633,"BLEACHED MUSLIN, SEAMED, 30'X30'"," $	2,185.00 ",
106,309625,"UNBLEACHED MUSLIN, SEAMED, 12'X12'", $	323.00 ,
106,309626,"UNBLEACHED MUSLIN, SEAMED, 20'X20'", $	732.00 ,
106,309627,"UNBLEACHED MUSLIN, SEAMED, 20'X30'"," $	1,105.00 ",
106,319634,"UNBLEACHED MUSLIN, SEAMED, 30'X30'"," $	3,111.00 ",
106,309618,"BLEACHED MUSLIN, SEAMLESS, 6'X6", $	130.00 ,
106,309619,"BLEACHED MUSLIN, SEAMLESS, 8'X8'", $	177.00 ,
106,309658,"BLEACHED MUSLIN, SEAMLESS, 12'X12'", $	382.00 ,
106,309659,"BLEACHED MUSLIN, SEAMLESS, 20'X20'"," $	1,519.00 ",
106,319715,"BLEACHED MUSLIN, SEAMLESS, 20'X30'"," $	2,219.00 ",
106,589156,"BLEACHED MUSLIN,108'' WIDE",,MARKET PRICE
106,309623,"UNBLEACHED MUSLIN, SEAMLESS, 6'X6'", $	130.00 ,
106,309624,"UNBLEACHED MUSLIN, SEAMLESS, 8'X8'", $	177.00 ,
106,309660,"UNBLEACHED MUSLIN, SEAMLESS, 12'X12'", $	382.00 ,
106,309661,"UNBLEACHED MUSLIN, SEAMLESS, 20'X20'"," $	1,519.00 ",
106,589157,"UNBLEACHED MUSLIN, 108"" WIDE",,MARKET PRICE
106,319706,"HI LITE, WELDED, 6'X6'", $	445.00 ,
106,319707,"HI LITE, WELDED, 8'X8'", $	823.00 ,
106,319708,"HI LITE, WELDED, 12'X12'"," $	1,052.00 ",
106,319709,"HI LITE, WELDED, 20'X20'"," $	2,335.00 ",
106,319696/100,,,"Part# not correct in catalog, this item is not sold in bulk"
106,319021,"HI LITE, SEWN, 6'X6'", $	282.00 ,
106,319023,"HI LITE, SEWN, 8'X8'", $	410.00 ,
106,319025,"HI LITE, SEWN, 12'X12'", $	667.00 ,
106,319027,"HI LITE, SEWN, 20'X20'"," $	1,403.00 ",
106,319696/100,"HI LITE, 55"" WIDE ",,MARKET PRICE
106,319743,"SILENT FROST, WELDED, 6'X6'", $	323.00 ,
106,319744,"SILENT FROST, WELDED, 8'X8'", $	539.00 ,
106,319745,"SILENT FROST, WELDED, 12'X12'", $	729.00 ,
106,319746,"SILENT FROST, WELDED, 20'X20'"," $	1,977.00 ",
106,319697/100,,,"Part # not correct in catalog, this item is not sold in bulk"
106,319022,"SILENT FROST, SEWN, 6'X6'", $	235.00 ,
106,319024,"SILENT FROST, SEWN, 8'X8'", $	313.00 ,
106,319026,"SILENT FROST, SEWN, 12'X12'", $	527.00 ,
106,319028,"SILENT FROST, SEWN, 20'X20'"," $	1,168.00 ",
106,319697/100,"SILENT FROST, 48"" WIDE",,MARKET PRICE
107,B6090-12,MATTH TIES - 12 PACK, $	27.00 ,
107,B6090-20,MATTH TIES - 20 PACK, $	37.00 ,
107,719702,GRIFF CLIPS - 2 PACKAGES OF 50, $	136.00 ,
107,719709,"DUVETAPE, 2"" x 5 YARDS", $	13.00 ,
107,719714,"DUVETAPE, 3"" x 5 YARDS", $	19.00 ,
107,719701,"GRIFF TAPE, WHITE", $	119.00 ,
107,719703,"GRIFF TAPE, BLACK", $	119.00 ,
107,719704,"FAB TAPE, 1.5"" x 100'", $	94.00 ,
108,350595,"ROAD RAG KIT, 18""X24""", $	293.00 ,Maximum allowable discount 35%
108,350596,"ROAD RAG KIT, 24""X36"" ", $	496.00 ,Maximum allowable discount 35%
108,149010,"ROAD RAG SINGLE, 18""X24""", $	39.00 ,Maximum allowable discount 35%
108,149012,"ROAD RAG SINGLE, 24""X36""", $	83.00 ,Maximum allowable discount 35%
108,149013,"ROAD RAG DOUBLE, 18""X24""", $	56.00 ,Maximum allowable discount 35%
108,149019,"ROAD RAG DOUBLE, 24""X36""", $	100.00 ,Maximum allowable discount 35%
108,149015,"ROAD RAG ARTIFICIAL SILK, 18""X24""", $	30.00 ,Maximum allowable discount 35%
108,149009,"ROAD RAG ARTIFICIAL SILK, 24""X36""", $	69.00 ,Maximum allowable discount 35%
108,149018,"ROAD RAG SOLID, 18""X24""", $	30.00 ,Maximum allowable discount 35%
108,149008,"ROAD RAG SOLID, 24""X36""", $	89.00 ,Maximum allowable discount 35%
108,149011,"ROAD RAG GOLD LAME, 18""X24""", $	48.00 ,Maximum allowable discount 35%
108,149006,"ROAD RAG GOLD LAME, 24""X36""", $	89.00 ,Maximum allowable discount 35%
108,149016,"ROAD RAG SILVER LAME, 18""X24""", $	48.00 ,Maximum allowable discount 35%
108,149007,"ROAD RAG SILVER LAME, 24""X36""", $	89.00 ,Maximum allowable discount 35%
108,149017,"ROAD RAG SILVER MATTHFLECTOR, 18""X24""", $	36.00 ,Maximum allowable discount 35%
108,149004,"ROAD RAG SILVER MATTHFLECTOR, 24""X36""", $	89.00 ,Maximum allowable discount 35%
108,169190,"ROAD RAG FRAME, 18""X24""", $	89.00 ,Maximum allowable discount 35%
108,169191,"ROAD RAG FRAME, 24""X36""", $	100.00 ,Maximum allowable discount 35%
108,309299,"ROAD RAG BAG, 18""X24""", $	46.00 ,Maximum allowable discount 35%
108,309298,"ROAD RAG BAG, 24""X36""", $	89.00 ,Maximum allowable discount 35%
109,350598,MINI GRIP KIT, $	281.00 ,Maximum allowable discount 35%
109,420112-S15,"MINI MATTHELLIINI,SATIN BLACK", $	55.00 ,$30.00 in catlog is incorrect
109,350584,"MINIGRIP,HEAD", $	30.00 ,$56.00 in catalog is incorrect
109,350601,"MINI GRIP 20"" ARM ", $	56.00 ,Maximum allowable discount 35%
109,445375,MINI GRIP BAG , $	30.00 ,Maximum allowable discount 35%
109,999026,ROAD RAG C-VIVAL KIT ," $	1,301.00 ",
110,999028,ROAD FLAG II KIT , $	833.00 ,Maximum allowable discount 35%
110,169197,ROAD FLAG SOLID, $	131.00 ,Maximum allowable discount 35%
110,169198,ROAD FLAG SILVER LAME, $	136.00 ,Maximum allowable discount 35%
110,169199,ROAD FLAG GOLD LAME , $	136.00 ,Maximum allowable discount 35%
110,169202,ROAD FLAG GREEN SCREEN, $	147.00 ,Maximum allowable discount 35%
110,169200,ROAD FLAG BLUE SCREEN, $	147.00 ,Maximum allowable discount 35%
110,169207,ROAD FLAG FLOPPY , $	188.00 ,Maximum allowable discount 35%
110,169196,ROAD FLAG SINGLE, $	151.00 ,Maximum allowable discount 35%
110,169194,ROAD FLAG DOUBLE, $	209.00 ,Maximum allowable discount 35%
110,169193,ROAD FLAG ARTIFICIAL SILK , $	131.00 ,Maximum allowable discount 35%
110,169150,ROAD FLAG BAG, $	255.00 ,Maximum allowable discount 35%
110,169614,ROAD FLAG FRAME , $	173.00 ,Maximum allowable discount 35%
110,539189,"48""X48"" FRAME ", $	72.00 ,
111,219005,"DOTS, SET OF 18", $	531.00 ,
111,229076,"FINGERS, SET OF 12", $	354.00 ,
111,219063,"DOT, 3"" BLACK SINGLE", $	30.00 ,
111,219066,"DOT, 6"" BLACK SINGLE", $	32.00 ,
111,219610,"DOT, 10"" BLACK SINGLE", $	32.00 ,
111,219073,"DOT, 3"" BLACK DOUBLE", $	30.00 ,
111,219076,"DOT, 6"" BLACK DOUBLE", $	32.00 ,
111,219710,"DOT, 10"" BLACK DOUBLE", $	32.00 ,
111,219111,"DOT, 3"" WHITE SINGLE ", $	40.00 ,
111,219112,"DOT, 6"" WHITE SINGLE ", $	42.00 ,
111,219113,"DOT, 10"" WHITE SINGLE ", $	49.00 ,
111,219093,"DOT, 3"" ARTIFICIAL SILK ", $	30.00 ,
111,219096,"DOT, 6"" ARTIFICIAL SILK ", $	32.00 ,
111,219910,"DOT, 10"" ARTIFICIAL SILK ", $	32.00 ,
111,219114,"DOT, 3"" 1/4 STOP SILK ", $	30.00 ,
111,219115,"DOT, 6"" 1/4 STOP SILK ", $	32.00 ,
111,219116,"DOT, 10"" 1/4 STOP SILK ", $	32.00 ,
111,219083,"DOT, 3"" SOLID", $	30.00 ,
111,219086,"DOT, 6"" SOLID", $	32.00 ,
111,219810,"DOT, 10"" SOLID", $	32.00 ,
111,219193,"DOT, 3"" LAVENDER", $	30.00 ,
111,219196,"DOT, 6"" LAVENDER", $	32.00 ,
111,219110,"DOT, 10"" LAVENDER", $	32.00 ,
111,229722,"FINGER, 2""X12"" BLACK SINGLE ", $	32.00 ,
111,229724,"FINGER, 4""X14"" BLACK SINGLE ", $	32.00 ,
111,229732,"FINGER, 2""X12"" BLACK DOUBLE", $	32.00 ,
111,229734,"FINGER, 4""X14"" BLACK DOUBLE", $	32.00 ,
111,229105,"FINGER, 2""X12"" WHITE SINGLE", $	39.00 ,
111,229106,"FINGER, 4""X14"" WHITE SINGLE", $	42.00 ,
111,229752,"FINGER, 2""X12"" ARTIFICIAL SILK", $	31.00 ,
111,229754,"FINGER, 4""X14"" ARTIFICIAL SILK", $	32.00 ,
111,229107,"FINGER, 2""X12"" 1/4 STOP SILK ", $	32.00 ,
111,229108,"FINGER, 4""X14"" 1/4 STOP SILK ", $	32.00 ,
111,229742,"FINGER, 2""X12"" SOLID", $	32.00 ,
111,229744,"FINGER, 4""X14"" SOLID", $	32.00 ,
111,229102,"FINGER, 2""X12"" LAVENDER ", $	32.00 ,
111,229104,"FINGER, 4""X14"" LAVENDER", $	32.00 ,
111,999003,DOT & FINGER KIT," $	1,020.00 ",
111,445379,DOT & FINGER POUCH ONLY, $	177.00 ,
112,238120,"FLEX SCRIM, 10""X12"" BLACK SINGLE", $	41.00 ,
112,238220,"FLEX SCRIM, 12""X20"" BLACK SINGLE", $	53.00 ,
112,238121,"FLEX SCRIM, 10""X12"" BLACK DOUBLE", $	47.00 ,
112,238221,"FLEX SCRIM, 12""X20"" BLACK DOUBLE", $	59.00 ,
112,238122,"FLEX SCRIM, 10""X12"" SOLID", $	59.00 ,
112,238223,"FLEX SCRIM, 12""X20"" SOLID", $	67.00 ,
112,B238123,"FLEX SCRIM, 10""X12"" BLACK ARTIFICIAL SILK", $	36.00 ,
112,B238224,"FLEX SCRIM, 12""X20"" BLACK ARTIFICIAL SILK", $	44.00 ,
112,238123,"FLEX SCRIM, 10""X12"" WHITE ARTIFICIAL SILK", $	36.00 ,
112,238224,"FLEX SCRIM, 12""X20"" WHITE ARTIFICIAL SILK", $	44.00 ,
112,B238126,"FLEX SCRIM, 10""X12"" BLACK 1/4 STOP SILK ", $	42.00 ,
112,238126,"FLEX SCRIM, 10""X12"" WHITE 1/4 STOP SILK ", $	42.00 ,
112,B238127,"FLEX SCRIM, 10""X12"" BLACK CHINA SILK", $	39.00 ,
112,238127,"FLEX SCRIM, 10""X12"" WHITE CHINA SILK  ", $	39.00 ,
112,238124,"FLEX SCRIM, 10""X12"" LAVENDER", $	41.00 ,
112,238225,"FLEX SCRIM, 12""X20"" LAVENDER", $	41.00 ,
112,999001,"SURVIVAL KIT, FLEX SCRIM "," $	2,652.00 ",
113,149052,"BLACK SINGLE SCRIM, 12""X18""", $	41.00 ,
113,149066,"BLACK SINGLE SCRIM, 18""X24""", $	53.00 ,
113,149105,"BLACK SINGLE SCRIM, 24""X30""", $	69.00 ,
113,149063,"BLACK SINGLE SCRIM, 24""X36""", $	67.00 ,
113,149020,"BLACK SINGLE SCRIM, 30""X36""", $	89.00 ,
113,149058,"BLACK DOUBLE SCRIM, 12""X18""", $	47.00 ,
113,149061,"BLACK DOUBLE SCRIM, 18""X24""", $	69.00 ,Price of $59.00 in the catalog is incorrect
113,149106,"BLACK DOUBLE SCRIM, 24""X30""", $	84.00 ,
113,149064,"BLACK DOUBLE SCRIM, 24""X36""", $	84.00 ,
113,149021,"BLACK DOUBLE SCRIM, 30""X36""", $	111.00 ,
113,149045,"WHITE SINGLE SCRIM, 12""X18""", $	49.00 ,
113,149547,"WHITE SINGLE SCRIM, 18""X24""", $	77.00 ,
113,149109,"WHITE SINGLE SCRIM, 24""X30""", $	99.00 ,
113,149551,"WHITE SINGLE SCRIM, 24""X36""", $	116.00 ,
113,149024,"WHITE SINGLE SCRIM, 30""X36""", $	125.00 ,
113,149047,"WHITE DOUBLE SCRIM, 12""X18""", $	75.00 ,
113,149554,"WHITE DOUBLE SCRIM, 18""X24""", $	119.00 ,
113,149111,"WHITE DOUBLE SCRIM, 24""X30""", $	165.00 ,
113,149552,"WHITE DOUBLE SCRIM, 24""X36""", $	165.00 ,
113,149026,"WHITE DOUBLE SCRIM, 30""X36""", $	172.00 ,
113,149169,"BLACK TRIPLE SCRIM, 12""X18""", $	59.00 ,
113,149170,"BLACK TRIPLE SCRIM, 18""X24""", $	67.00 ,
113,149171,"BLACK TRIPLE SCRIM, 24""X30""", $	136.00 ,
113,149172,"BLACK TRIPLE SCRIM, 24""X36""", $	136.00 ,
113,149173,"BLACK TRIPLE SCRIM, 30""X36""", $	142.00 ,
113,B149103,"BLACK ARTIFICIAL SILK, 12""X18""", $	36.00 ,
113,B149545,"BLACK ARTIFICIAL SILK, 18""X24""", $	44.00 ,Part #B149454 in the catalog is incorrect
113,B149107,"BLACK ARTIFICIAL SILK, 24""X30""", $	63.00 ,
113,B149566,"BLACK ARTIFICIAL SILK, 24""X36""", $	63.00 ,
113,B149022,"BLACK ARTIFICIAL SILK, 30""X36""", $	74.00 ,
113,149043,"WHITE ARTIFICIAL SILK, 12""X18""", $	36.00 ,
113,149545,"WHITE ARTIFICIAL SILK, 18""X24""", $	44.00 ,
113,149107,"WHITE ARTIFICIAL SILK, 24""X30""", $	63.00 ,
113,149566,"WHITE ARTIFICIAL SILK, 24""X36""", $	63.00 ,
113,149022,"WHITE ARTIFICIAL SILK, 30""X36""", $	74.00 ,
113,B149046,"BLACK 1/4 STOP SILK, 12""X18""", $	42.00 ,
113,B149549,"BLACK 1/4 STOP SILK, 18""X24""", $	44.00 ,
113,B149110,"BLACK 1/4 STOP SILK, 24""X30""", $	63.00 ,
113,B149550,"BLACK 1/4 STOP SILK, 24""X36""", $	63.00 ,
113,B149025,"BLACK 1/4 STOP SILK, 30""X36""", $	84.00 ,
113,149046,"WHITE 1/4 STOP SILK, 12""X18""", $	42.00 ,
113,149549,"WHITE 1/4 STOP SILK, 18""X24""", $	44.00 ,
113,149110,"WHITE 1/4 STOP SILK, 24""X30""", $	63.00 ,
113,149550,"WHITE 1/4 STOP SILK, 24""X36""", $	63.00 ,
113,149025,"WHITE 1/4 STOP SILK, 30""X36""", $	84.00 ,
113,B238128,"BLACK CHINA SILK, 12""X18""", $	39.00 ,
113,B149555,"BLACK CHINA SILK, 18""X24""", $	49.00 ,
113,B149557,"BLACK CHINA SILK, 24""X30""", $	70.00 ,
113,B149556,"BLACK CHINA SILK, 24""X36""", $	76.00 ,
113,B149031,"BLACK CHINA SILK, 30""X36""", $	86.00 ,
113,238128,"WHITE CHINA SILK, 12""X18""", $	39.00 ,
113,149555,"WHITE CHINA SILK, 18""X24""", $	49.00 ,
113,149557,"WHITE CHINA SILK, 24""X30""", $	70.00 ,
113,149556,"WHITE CHINA SILK, 24""X36""", $	76.00 ,
113,149031,"WHITE CHINA SILK, 30""X36""", $	86.00 ,
113,149044,"LAVENDER, 12""X18""", $	41.00 ,
113,149546,"LAVENDER, 18""X24""", $	50.00 ,
113,149108,"LAVENDER, 24""X30""", $	67.00 ,
113,149548,"LAVENDER, 24""X36""", $	67.00 ,
113,149023,"LAVENDER, 30""X36""", $	72.00 ,
113,159013,"BLACK SINGLE SCRIM, 48""X48""", $	141.00 ,Price of $41.00 in the catalog is incorrect 
113,159014,"BLACK DOUBLE SCRIM, 48""X48""", $	194.00 ,Price of $47.00 in the cagtalog is incorrect
113,159020,"WHITE SINGLE SCRIM, 48""X48""", $	252.00 ,Price of $49.00 in the cagtalog is incorrect
113,159022,"WHITE DOUBLE SCRIM, 48""X48""", $	416.00 ,Price of $75.00 in the catalog is incorrect
113,159177,"BLACK TRIPLE SCRIM, 48""X48""", $	250.00 ,Part #159777 and price of $59.00 in the catalog is incorrect
113,B159015,"BLACK ARTIFICIAL SILK, 48""X48""", $	131.00 ,Price of $36.00 in the catalog is incorrect
113,159015,"WHITE ARTIFICIAL SILK, 48""X48""", $	128.00 ,Price of $36.00 in the catalog is incorrect
113,B159021,"BLACK 1/4 STOP SILK, 48""X48""", $	157.00 ,Price of $42.00 in the catalog is incorrect
113,159021,"WHITE 1/4 STOP SILK, 48""X48""", $	157.00 ,Price of $42.00 in the catalog is incorrect
113,B159031,"BLACK CHINA SILK, 48""X48""", $	141.00 ,Price of $39.00 in the catalog is incorrect
113,159031,"WHITE CHINA SILK, 48""X48""", $	141.00 ,Price of $39.00 in the catalog is incorrect
113,159019,"LAVENDER SCRIM, 48""X48""", $	151.00 ,Price of $41.00 in the catalog is incorrect 
114,169042,"FLAG, 12""X18""", $	44.00 ,
114,169059,"FLAG, 18""X24""", $	48.00 ,
114,169010,"FLAG, 24""X30""", $	64.00 ,
114,169062,"FLAG, 24""X36""", $	55.00 ,
114,169001,"FLAG, 30""X36""", $	69.00 ,
114,169179,"FLAG, 40""X40""", $	121.00 ,
114,169027,"FLAG, 48""X48""", $	108.00 ,
114,169178,"MEAT AXE FLAG, 30""X36", $	74.00 ,"Descrition of 30"" x 46"" and price of $121.00 in the catalog is incorrect"
114,169030,"MEAT AXE FLAG, 24""X48""", $	91.00 ,Price of $108 in the catalog is incorrect
114,169003,"CUTTER, 10""X42""", $	72.00 ,Price of $69.00 in the catalog is incorrect
114,169004,"CUTTER, 18""X48""", $	78.00 ,Price of $121.00 in the catalog is incorrect
114,169067,"CUTTER, 24""X72""", $	183.00 ,Price  of $108.00  in the catalog is incorrect
114,169029,"FLOPPY, 24""X72""", $	183.00 ,"Description of 24""x72"" Cutter is incorrect "
114,169028T,"FLOPPY, 48""X48"" TOP HINGE ", $	183.00 ,
114,169028B,"FLOPPY, 48""X48"" BOTTOM HINGE ", $	183.00 ,
115,709111,"FRAME, 3"" DOT", $	19.00 ,Price of $42.00 in the catalog is incorrect
115,709112,"FRAME, 6"" DOT", $	19.00 ,Price of $42.00 in the catalog is incorrect
115,709113,"FRAME, 10"" DOT", $	20.00 ,Price of $42.00 in the catalog is incorrect
115,709114,"FRAME, 2""X12"" FINGER", $	19.00 ,Price of $49.00 in the catalog is incorrect
115,709115,"FRAME, 4""X14"" FINGER", $	19.00 ,Price of $82.00 in the catalog is incorrect
115,779128,"FLEX FRAME, 10""X12"" OPEN END ", $	22.00 ,Price of $42.00 in the catalog is incorrect
115,779669,"FLEX FRAME, 10""X12"" SOLID", $	22.00 ,Price of $42.00 in the catalog is incorrect
115,779129,"FLEX FRAME, 12""X20"" OPEN END ", $	24.00 ,Price of $49.00 in the catalog is incorrect
115,779700,"FLEX FRAME, 12""X20"" SOLID", $	24.00 ,Price of $82.00 in the catalog is incorrect
115,529176,"FRAME, 12""X18"" OPEN END ", $	20.00 ,
115,529177,"FRAME, 18""X24"" OPEN END ", $	24.00 ,"Description of 18""x12"" in the catalog is incorrect"
115,529178,"FRAME, 24""X30"" OPEN END ", $	24.00 ,Price of $108.00 in the catalog is incorrect
115,529179,"FRAME, 24""X36"" OPEN END ", $	24.00 ,Price of $108.00 in the catalog is incorrect
115,529182,"FRAME, 24""X48"" OPEN END ", $	30.00 ,Price of $108.00 in the catalog is incorrect
115,529180,"FRAME, 30""X36"" OPEN END ", $	30.00 ,Price of $108.00 in the catalog is incorrect
115,539281,"FRAME, 12""X18"" FLAG ", $	25.00 ,
115,539282,"FRAME, 18""X24"" FLAG ", $	28.00 ,"Description of 18""x12"" in the catalog is incorrect"
115,539283,"FRAME, 24""X30"" FLAG ", $	31.00 ,
115,539284,"FRAME, 24""X36"" FLAG ", $	31.00 ,
115,539285,"FRAME, 30""X36"" FLAG ", $	40.00 ,
115,539189,"FRAME, 48""X48"" FLAG ", $	72.00 ,
115,539286,"FRAME, 10""X42"" CUTTER ", $	42.00 ,
115,539287,"FRAME, 18""X48"" CUTTER ", $	49.00 ,
115,539288,"FRAME, 24""X72"" CUTTER ", $	82.00 ,
115,539190,"FRAME, 40""X40"" CUTTER ", $	56.00 ,
115,549099,"GEL FRAME, 36""X36""X3/4"" ", $	115.00 ,Price of $42.00 in the catalog is incorrect
115,549100,"GEL FRAME, 48""X48""X3/4"" ", $	125.00 ,Price of $49.00 in the catalog is incorrect
115,549098,"GEL FRAME, 60""X60'X3/4""", $	182.00 ,Price of $82.00 in the catalog is incorrect
115,549122,"GEL FRAME, 18""X24"" KNIFE BLADE", $	85.00 ,Price of $42.00 in the catalog is incorrect
115,549121,"GEL FRAME, 24""X36"" KNIFE BLADE", $	105.00 ,Part #549126 and price of $49.00 in the catalog is incorrect 
115,549123,"GEL FRAME, 30""X30"" KNIFE BLADE ", $	94.00 ,Price of $82.00 in the catalog is incorrect
115,549126,"GEL FRAME, 48""X48"" KNIFE BLADE ", $	105.00 ,Part #549120 and price of $56.00 in the catalog is incorrect 
116,189093,"CUCOLORIS, WOOD 18""X24""", $	119.00 ,
116,189094,"CUCOLORIS, WOOD 24""X36""", $	165.00 ,
116,189091,"CUCOLORIS, WOOD 48""X48""", $	235.00 ,
